46, 1001
Ann Middlebrook
NOAA ESRL CSD
C-ToF AMS Instrument 
SENEX 2013
1, 1
2013, 06, 11, 2014, 02, 10
1
AOCTimewave, seconds_past_midnight, AOCTimewave
7
1, 1, 1, 1, 1, 1, 1
-9999, -9999, -9999, -9999, -9999, -9999, -9999
AMS_SO4, microgram_per_standard_cubic_meter_of_air, AMSSulfate
AMS_NO3, microgram_per_standard_cubic_meter_of_air, AMSNitrate
AMS_NH4, microgram_per_standard_cubic_meter_of_air, AMSAmmonium
AMS_Org, microgram_per_standard_cubic_meter_of_air, AMSOrganic
AMS_Chl, microgram_per_standard_cubic_meter_of_air, AMSChloride
AMS_Total, microgram_per_standard_cubic_meter_of_air, AMSTotal
AMS_SiliconeFlag, none, AMSSiliconeFlag
5
Data are 10 second averages, given with the AMS mid-time timestamp. 
New ionization efficiency calibrations and composition dependend collection efficiencies have been applied.
Data have been time-aligned with vfine.
Flag provided for times when silicone was present and those data points were removed.
Flags for higher uncertainty or in-cloud data are not included. 
20
PI_CONTACT_INFO: Email: Ann.M.Middlebrook@noaa.gov
PLATFORM: Platform: NOAA WP-3D
LOCATION: Location: The aircraft was stationed in Smyrna, TN. Aircraft location information is in AircraftPos file.
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: Jayne et al., Aerosol Sci. Technol., 33, 49-70, 2000. Jimenez et al., J. Geophys. Res., 108(D7), 8425, doi: 10.1029/2001JD001212, 2003. Bahreini et al., J. Geophys. Res., 108, ACE 13, doi: 10.1029/2002JD003226, 2003. Drewnick et al., Aerosol Sci. Technol., 39, 637-658, 2005. DeCarlo et al., Anal. Chem., doi: 10.1021/ac061249n, 2006.
DATA_INFO: Realtime 10 s data; units: micrograms per standard cubic meter of air
UNCERTAINTY: +/- 30%
ULOD_FLAG: -7777
ULOD_VALUE: N/A
LLOD_FLAG: -8888
LLOD_VALUE: AMS_SO4=0.06, AMS_NO3=0.15, AMS_NH4=0.27, AMS_Org=0.37, AMS_Chl=0.11, AMS_Total=0.49
DM_CONTACT_INFO: Data Manager: Ken Aikin; email:Kenneth.C.Aikin@noaa.gov
PROJECT_INFO: Project Info: SENEX, June-July, 2013
STIPULATIONS_ON_USE: Use of these data require prior ok from PI.
OTHER_COMMENTS: Mass distributions available upon request.
REVISION: 0
R0: Final Data.
RB: New IE calibrations have been applied. For intermediate use only.
RA: Preliminary Data.  For in-field use only.
AOCTimewave, AMS_SO4, AMS_NO3, AMS_NH4, AMS_Org, AMS_Chl, AMS_Total, AMS_SiliconeFlag
62078,0.88,-9999.00,0.69,4.68,-9999.00,6.35,-9999
62079,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62080,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62081,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62082,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62083,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62084,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62085,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62086,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62087,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62088,0.99,0.21,0.73,4.55,-9999.00,6.45,-9999
62089,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62090,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62091,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62092,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62093,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62094,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62095,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62096,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62097,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62098,0.94,0.18,0.58,4.54,-9999.00,6.27,-9999
62099,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62100,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62101,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62102,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62103,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62104,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62105,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62106,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62107,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62108,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62109,0.98,0.25,0.81,4.90,-9999.00,6.96,-9999
62110,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62111,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62112,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62113,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62114,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62115,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62116,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62117,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62118,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62119,0.95,-9999.00,0.74,4.84,-9999.00,6.59,-9999
62120,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62121,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62122,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62123,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62124,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62125,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62126,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62127,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62128,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62129,0.96,-9999.00,0.72,4.72,-9999.00,6.49,-9999
62130,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62131,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62132,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62133,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62134,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62135,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62136,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62137,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62138,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62139,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62140,0.96,0.16,0.76,4.63,-9999.00,6.52,-9999
62141,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62142,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62143,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62144,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62145,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62146,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62147,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62148,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62149,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62150,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62151,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62152,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62153,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62154,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62155,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62156,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62157,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62158,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62159,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62160,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62161,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62162,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62163,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62164,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62165,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62166,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62167,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62168,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62169,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62170,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62171,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62172,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62173,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62174,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62175,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62176,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62177,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62178,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62179,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62180,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62181,0.94,0.18,0.61,4.44,-9999.00,6.17,-9999
62182,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62183,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62184,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62185,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62186,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62187,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62188,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62189,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62190,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62191,0.94,0.18,0.59,4.31,-9999.00,6.00,-9999
62192,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62193,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62194,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62195,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62196,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62197,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62198,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62199,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62200,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62201,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62202,0.96,-9999.00,0.61,4.17,-9999.00,5.92,-9999
62203,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62204,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62205,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62206,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62207,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62208,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62209,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62210,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62211,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62212,0.90,-9999.00,0.47,3.86,-9999.00,5.32,-9999
62213,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62214,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62215,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62216,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62217,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62218,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62219,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62220,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62221,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62222,0.89,0.19,0.58,4.12,-9999.00,5.79,-9999
62223,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62224,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62225,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62226,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62227,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62228,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62229,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62230,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62231,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62232,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62233,0.92,0.15,0.81,3.94,-9999.00,5.85,-9999
62234,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62235,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62236,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62237,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62238,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62239,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62240,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62241,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62242,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62243,0.89,-9999.00,0.59,3.97,-9999.00,5.51,-9999
62244,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62245,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62246,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62247,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62248,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62249,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62250,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62251,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62252,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62253,1.01,0.18,0.72,4.27,-9999.00,6.15,-9999
62254,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62255,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62256,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62257,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62258,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62259,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62260,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62261,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62262,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62263,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62264,0.90,0.24,0.63,4.11,-9999.00,5.89,-9999
62265,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62266,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62267,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62268,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62269,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62270,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62271,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62272,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62273,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62274,1.02,-9999.00,0.72,4.26,-9999.00,6.09,-9999
62275,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62276,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62277,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62278,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62279,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62280,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62281,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62282,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62283,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62284,0.96,-9999.00,0.71,4.10,-9999.00,5.97,-9999
62285,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62286,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62287,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62288,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62289,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62290,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62291,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62292,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62293,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62294,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62295,0.89,-9999.00,0.73,3.77,-9999.00,5.47,-9999
62296,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62297,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62298,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62299,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62300,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62301,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62302,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62303,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62304,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62305,0.93,-9999.00,0.76,4.07,-9999.00,5.87,-9999
62306,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62307,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62308,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62309,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62310,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62311,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62312,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62313,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62314,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62315,0.95,-9999.00,0.65,4.16,-9999.00,5.91,-9999
62316,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62317,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62318,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62319,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62320,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62321,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62322,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62323,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62324,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62325,0.88,0.16,0.57,4.11,-9999.00,5.65,-9999
62326,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62327,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62328,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62329,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62330,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62331,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62332,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62333,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62334,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62335,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62336,0.92,-9999.00,0.64,4.25,-9999.00,5.89,-9999
62337,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62338,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62339,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62340,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62341,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62342,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62343,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62344,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62345,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62346,0.88,0.17,0.64,4.22,-9999.00,5.91,-9999
62347,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62348,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62349,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62350,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62351,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62352,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62353,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62354,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62355,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62356,0.93,-9999.00,0.74,4.33,-9999.00,6.06,-9999
62357,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62358,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62359,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62360,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62361,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62362,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62363,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62364,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62365,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62366,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62367,0.88,0.19,0.77,4.42,-9999.00,6.27,-9999
62368,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62369,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62370,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62371,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62372,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62373,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62374,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62375,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62376,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
62377,0.95,0.21,0.61,4.44,-9999.00,6.19,-9999
62378,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
